"term","freq","s1","s2","s3","s4","prob"
"it is time to",25,"it","is","time","to",0.543478260869565
"it was going to",25,"it","was","going","to",0.833333333333333
"it was the first",25,"it","was","the","first",0.128205128205128
"just a little bit",25,"just","a","little","bit",0.337837837837838
"middle of the night",25,"middle","of","the","night",0.238095238095238
"of the things that",25,"of","the","things","that",0.308641975308642
"on the phone with",25,"on","the","phone","with",0.274725274725275
"one of my favorites",25,"one","of","my","favorites",0.0511247443762781
"see if i can",25,"see","if","i","can",0.543478260869565
"thank you for all",25,"thank","you","for","all",0.0425894378194208
"thank you to everyone",25,"thank","you","to","everyone",0.189393939393939
"that i have a",25,"that","i","have","a",0.102459016393443
"that there is no",25,"that","there","is","no",0.204918032786885
"the best of the",25,"the","best","of","the",0.217391304347826
"the edge of the",25,"the","edge","of","the",0.471698113207547
"the majority of the",25,"the","majority","of","the",0.373134328358209
"the size of the",25,"the","size","of","the",0.347222222222222
"this is why i",25,"this","is","why","i",0.409836065573771
"those of us who",25,"those","of","us","who",0.694444444444444
"to see you soon",25,"to","see","you","soon",0.0645994832041344
"up in the morning",25,"up","in","the","morning",0.120772946859903
"what is going on",25,"what","is","going","on",0.757575757575758
"what was going on",25,"what","was","going","on",0.925925925925926
"who is going to",25,"who","is","going","to",0.862068965517241
"a couple of hours",24,"a","couple","of","hours",0.0483870967741935
"a couple of months",24,"a","couple","of","months",0.0483870967741935
"am looking forward to",24,"am","looking","forward","to",0.96
"are some of the",24,"are","some","of","the",0.571428571428571
"at this point i",24,"at","this","point","i",0.161073825503356
"be able to see",24,"be","able","to","see",0.0441988950276243
"couple of weeks ago",24,"couple","of","weeks","ago",0.296296296296296
"despite the fact that",24,"despite","the","fact","that",0.857142857142857
"forward to your tweets",24,"forward","to","your","tweets",0.4
"getting ready for the",24,"getting","ready","for","the",0.206896551724138
"happy birthday to my",24,"happy","birthday","to","my",0.184615384615385
"have a great time",24,"have","a","great","time",0.0650406504065041
"how have you been",24,"how","have","you","been",0.685714285714286
"i don't know about",24,"i","don't","know","about",0.0579710144927536
"i don't think so",24,"i","don't","think","so",0.100418410041841
"i just need to",24,"i","just","need","to",0.470588235294118
"i need to do",24,"i","need","to","do",0.0461538461538462
"i want to know",24,"i","want","to","know",0.0303030303030303
"i want to make",24,"i","want","to","make",0.0303030303030303
"i was a little",24,"i","was","a","little",0.113207547169811
"i was in a",24,"i","was","in","a",0.147239263803681
"i was in the",24,"i","was","in","the",0.147239263803681
"if i have to",24,"if","i","have","to",0.444444444444444
"if you are not",24,"if","you","are","not",0.0612244897959184
"if you do not",24,"if","you","do","not",0.235294117647059
"im not going to",24,"im","not","going","to",0.8
"in an attempt to",24,"in","an","attempt","to",0.923076923076923
"in the early s",24,"in","the","early","s",0.4
"in the world of",24,"in","the","world","of",0.0570071258907363
"lots and lots of",24,"lots","and","lots","of",0.8
"might be able to",24,"might","be","able","to",1
"mother's day to all",24,"mother's","day","to","all",0.585365853658537
"of the things i",24,"of","the","things","i",0.296296296296296
"on the way home",24,"on","the","way","home",0.124352331606218
"really looking forward to",24,"really","looking","forward","to",1
"so i can get",24,"so","i","can","get",0.0941176470588235
"sorry to hear that",24,"sorry","to","hear","that",0.545454545454545
"thanks for the support",24,"thanks","for","the","support",0.0170212765957447
"that i have been",24,"that","i","have","been",0.0983606557377049
"the idea of a",24,"the","idea","of","a",0.164383561643836
"the start of the",24,"the","start","of","the",0.352941176470588
"there is no way",24,"there","is","no","way",0.0676056338028169
"this is not the",24,"this","is","not","the",0.161073825503356
"to deal with the",24,"to","deal","with","the",0.183206106870229
"to do with it",24,"to","do","with","it",0.0963855421686747
"to figure out what",24,"to","figure","out","what",0.170212765957447
"turns out to be",24,"turns","out","to","be",0.96
"was the only one",24,"was","the","only","one",0.452830188679245
"we were able to",24,"we","were","able","to",1
"when i get home",24,"when","i","get","home",0.220183486238532
"wish i had a",24,"wish","i","had","a",0.272727272727273
"you dont want to",24,"you","dont","want","to",0.827586206896552
"you have a good",24,"you","have","a","good",0.06
"you just have to",24,"you","just","have","to",0.96
"a few months ago",23,"a","few","months","ago",0.310810810810811
"a friend of mine",23,"a","friend","of","mine",0.522727272727273
"a glass of wine",23,"a","glass","of","wine",0.469387755102041
"a good idea to",23,"a","good","idea","to",0.283950617283951
"are you coming to",23,"are","you","coming","to",0.560975609756098
"as much as the",23,"as","much","as","the",0.0839416058394161
"at the time of",23,"at","the","time","of",0.132947976878613
"be a lot of",23,"be","a","lot","of",0.522727272727273
"be able to do",23,"be","able","to","do",0.0423572744014733
"be able to get",23,"be","able","to","get",0.0423572744014733
"do not want to",23,"do","not","want","to",0.71875
"do you think of",23,"do","you","think","of",0.0845588235294118
"do you think the",23,"do","you","think","the",0.0845588235294118
"give it a try",23,"give","it","a","try",0.302631578947368
"give us a call",23,"give","us","a","call",0.418181818181818
"going to be in",23,"going","to","be","in",0.0308310991957105
"good to see you",23,"good","to","see","you",0.389830508474576
"had a great day",23,"had","a","great","day",0.110047846889952
"hope everyone had a",23,"hope","everyone","had","a",0.92
"hope everyone has a",23,"hope","everyone","has","a",0.657142857142857
"how many of you",23,"how","many","of","you",0.425925925925926
"i am looking forward",23,"i","am","looking","forward",0.522727272727273
"i do have a",23,"i","do","have","a",0.328571428571429
"i dont know how",23,"i","dont","know","how",0.118556701030928
"i have to do",23,"i","have","to","do",0.0409982174688057
"i remember when i",23,"i","remember","when","i",0.621621621621622
"i think i am",23,"i","think","i","am",0.0619946091644205
"i think i need",23,"i","think","i","need",0.0619946091644205
"i think this is",23,"i","think","this","is",0.310810810810811
"in the morning and",23,"in","the","morning","and",0.0970464135021097
"in the world and",23,"in","the","world","and",0.0546318289786223
"it is one of",23,"it","is","one","of",0.793103448275862
"it just me or",23,"it","just","me","or",0.821428571428571
"it was just a",23,"it","was","just","a",0.255555555555556
"on the edge of",23,"on","the","edge","of",0.821428571428571
"one of the reasons",23,"one","of","the","reasons",0.0177059276366436
"out of the way",23,"out","of","the","way",0.0397236614853195
"right in front of",23,"right","in","front","of",0.958333333333333
"stuck in my head",23,"stuck","in","my","head",0.793103448275862
"that i had to",23,"that","i","had","to",0.184
"the back of my",23,"the","back","of","my",0.149350649350649
"the end of a",23,"the","end","of","a",0.0383973288814691
"the surface of the",23,"the","surface","of","the",0.71875
"the vast majority of",23,"the","vast","majority","of",0.92
"think i'm going to",23,"think","i'm","going","to",0.884615384615385
"to go to bed",23,"to","go","to","bed",0.0536130536130536
"to make up for",23,"to","make","up","for",0.575
"to one of my",23,"to","one","of","my",0.247311827956989
"to see you on",23,"to","see","you","on",0.0594315245478036
"want to know what",23,"want","to","know","what",0.181102362204724
"wish i could have",23,"wish","i","could","have",0.131428571428571
"with a couple of",23,"with","a","couple","of",0.696969696969697
"you are interested in",23,"you","are","interested","in",0.638888888888889
"you need to do",23,"you","need","to","do",0.0830324909747292
"you need to know",23,"you","need","to","know",0.0830324909747292
"all i can say",22,"all","i","can","say",0.372881355932203
"and i had to",22,"and","i","had","to",0.20952380952381
"and some of the",22,"and","some","of","the",0.5
"as much as you",22,"as","much","as","you",0.0802919708029197
"but i think i",22,"but","i","think","i",0.120218579234973
"but i think it",22,"but","i","think","it",0.120218579234973
"but there is a",22,"but","there","is","a",0.271604938271605
"by the time i",22,"by","the","time","i",0.224489795918367
"don't get me wrong",22,"don't","get","me","wrong",0.709677419354839
"feel the need to",22,"feel","the","need","to",0.916666666666667
"for all of the",22,"for","all","of","the",0.194690265486726
"for the follow i",22,"for","the","follow","i",0.047008547008547
"going to try to",22,"going","to","try","to",0.407407407407407
"got a lot of",22,"got","a","lot","of",0.709677419354839
"had a good time",22,"had","a","good","time",0.278481012658228
"has nothing to do",22,"has","nothing","to","do",0.88
"how do you know",22,"how","do","you","know",0.121546961325967
"i'm going to have",22,"i'm","going","to","have",0.0530120481927711
"i'm going to try",22,"i'm","going","to","try",0.0530120481927711
"i am so happy",22,"i","am","so","happy",0.1
"i can tell you",22,"i","can","tell","you",0.372881355932203
"i didnt want to",22,"i","didnt","want","to",0.666666666666667
"i grew up in",22,"i","grew","up","in",0.372881355932203
"i have a few",22,"i","have","a","few",0.0355411954765751
"i know i am",22,"i","know","i","am",0.102803738317757
"i really wanted to",22,"i","really","wanted","to",0.594594594594595
"i think i just",22,"i","think","i","just",0.0592991913746631
"i would have to",22,"i","would","have","to",0.11340206185567
"if you don't like",22,"if","you","don't","like",0.122222222222222
"in need of a",22,"in","need","of","a",0.415094339622642
"is the first time",22,"is","the","first","time",0.181818181818182
"it comes to the",22,"it","comes","to","the",0.125714285714286
"it used to be",22,"it","used","to","be",0.846153846153846
"just wanted to say",22,"just","wanted","to","say",0.236559139784946
"know if you need",22,"know","if","you","need",0.215686274509804
"rest of my life",22,"rest","of","my","life",0.407407407407407
"rest of the world",22,"rest","of","the","world",0.0716612377850163
"see you at the",22,"see","you","at","the",0.278481012658228
"so excited to be",22,"so","excited","to","be",0.222222222222222
"so far so good",22,"so","far","so","good",0.846153846153846
"some of my favorite",22,"some","of","my","favorite",0.16793893129771
"thanks for the heads",22,"thanks","for","the","heads",0.0156028368794326
"the united states and",22,"the","united","states","and",0.109452736318408
"to get into the",22,"to","get","into","the",0.333333333333333
"to give it a",22,"to","give","it","a",0.385964912280702
"to learn more about",22,"to","learn","more","about",0.709677419354839
"to let you know",22,"to","let","you","know",0.611111111111111
"to look at the",22,"to","look","at","the",0.22680412371134
"to see you at",22,"to","see","you","at",0.0568475452196382
"us know if you",22,"us","know","if","you",0.511627906976744
